:START_ID(host_id),:END_ID(host_taxonomy_id),:TYPE
Anhui/SZ005/2020,9606,IS_A
Australia/NSW01/2020,9606,IS_A
Australia/NSW05/2020,9606,IS_A
Australia/NSW06/2020,9606,IS_A
Australia/NSW07/2020,9606,IS_A
Australia/NSW08/2020,9606,IS_A
Australia/NSW09/2020,9606,IS_A
Australia/NSW10/2020,9606,IS_A
Australia/NSW11/2020,9606,IS_A
Australia/NSW12/2020,9606,IS_A
Australia/NSW13/2020,9606,IS_A
Australia/NSW14/2020,9606,IS_A
Australia/QLD01/2020,9606,IS_A
Australia/QLD02/2020,9606,IS_A
Australia/QLD03/2020,9606,IS_A
Australia/QLD04/2020,9606,IS_A
Australia/QLD09/2020,9606,IS_A
Australia/VIC01/2020,9606,IS_A
Beijing/105/2020,9606,IS_A
Beijing/231/2020,9606,IS_A
Beijing/233/2020,9606,IS_A
Beijing/235/2020,9606,IS_A
Beijing/IVDC-BJ-005/2020,9606,IS_A
Belgium/GHB-03021/2020,9606,IS_A
Brazil-RJ/314/2020,9606,IS_A
Brazil/SPBR-01/2020,9606,IS_A
Brazil/SPBR-02/2020,9606,IS_A
Brazil/SPBR-03/2020,9606,IS_A
Brazil/SPBR-04/2020,9606,IS_A
Brazil/SPBR-05/2020,9606,IS_A
Brazil/SPBR-06/2020,9606,IS_A
Cambodia/0012/2020,9606,IS_A
Canada/BC_37_0-2/2020,9606,IS_A
Canada/ON-PHL2445/2020,9606,IS_A
Canada/ON-VIDO-01/2020,9606,IS_A
Chile/Santiago-1/2020,9606,IS_A
Chile/Santiago-2/2020,9606,IS_A
Chile/Talca-1/2020,9606,IS_A
Chile/Talca-2/2020,9606,IS_A
China/IQTC01/2020,9606,IS_A
China/IQTC02/2020,9606,IS_A
China/WF0001/2020,9606,IS_A
China/WF0002/2020,9606,IS_A
China/WF0003/2020,9606,IS_A
China/WF0004/2020,9606,IS_A
China/WF0006/2020,9606,IS_A
China/WF0009/2020,9606,IS_A
China/WF0012/2020,9606,IS_A
China/WF0014/2020,9606,IS_A
China/WF0015/2020,9606,IS_A
China/WF0016/2020,9606,IS_A
China/WF0017/2020,9606,IS_A
China/WF0018/2020,9606,IS_A
China/WF0019/2020,9606,IS_A
China/WF0020/2020,9606,IS_A
China/WF0021/2020,9606,IS_A
China/WF0023/2020,9606,IS_A
China/WF0024/2020,9606,IS_A
China/WF0026/2020,9606,IS_A
China/WF0028/2020,9606,IS_A
China/WF0029/2020,9606,IS_A
China/WH-09/2020,9606,IS_A
China/WHU01/2020,9606,IS_A
China/WHU02/2020,9606,IS_A
Chongqing/IVDC-CQ-001/2020,9606,IS_A
Chongqing/YC01/2020,9606,IS_A
Chongqing/ZX01/2020,9606,IS_A
Congo/KN-13/2020,9606,IS_A
CzechRepublic/951/2020,9606,IS_A
England/01/2020,9606,IS_A
England/02/2020,9606,IS_A
England/09c/2020,9606,IS_A
England/200641094/2020,9606,IS_A
England/200690245/2020,9606,IS_A
England/200690300/2020,9606,IS_A
England/200690306/2020,9606,IS_A
England/200690756/2020,9606,IS_A
England/200940527/2020,9606,IS_A
England/200960041/2020,9606,IS_A
England/200960515/2020,9606,IS_A
England/200981386/2020,9606,IS_A
England/200990002/2020,9606,IS_A
England/200990006/2020,9606,IS_A
England/200990660/2020,9606,IS_A
England/200990723/2020,9606,IS_A
England/200990724/2020,9606,IS_A
England/200990725/2020,9606,IS_A
England/200991076/2020,9606,IS_A
England/201000003/2020,9606,IS_A
England/201040081/2020,9606,IS_A
England/201040141/2020,9606,IS_A
England/Sheff01/2020,9606,IS_A
England/Sheff02/2020,9606,IS_A
Finland/1/2020,9606,IS_A
Finland/FIN-114/2020,9606,IS_A
Finland/FIN-25/2020,9606,IS_A
Finland/FIN-266/2020,9606,IS_A
Finland/FIN-274/2020,9606,IS_A
Finland/FIN-313/2020,9606,IS_A
Finland/FIN-318/2020,9606,IS_A
Finland/FIN-455/2020,9606,IS_A
Finland/FIN-508/2020,9606,IS_A
Finland/FIN01032020/2020,9606,IS_A
Finland/FIN03032020A/2020,9606,IS_A
Finland/FIN03032020B/2020,9606,IS_A
Finland/FIN03032020C/2020,9606,IS_A
Foshan/20SF207/2020,9606,IS_A
Foshan/20SF210/2020,9606,IS_A
Foshan/20SF211/2020,9606,IS_A
France/GE1583/2020,9606,IS_A
France/GE1973/2020,9606,IS_A
France/GE1977/2020,9606,IS_A
France/HF1795/2020,9606,IS_A
France/HF1805/2020,9606,IS_A
France/HF1870/2020,9606,IS_A
France/HF1871/2020,9606,IS_A
France/HF1986/2020,9606,IS_A
France/HF1988/2020,9606,IS_A
France/HF1989/2020,9606,IS_A
France/HF1993/2020,9606,IS_A
France/HF1995/2020,9606,IS_A
France/IDF0372-isl/2020,9606,IS_A
France/IDF0372/2020,9606,IS_A
France/IDF0373/2020,9606,IS_A
France/IDF0386-islP1/2020,9606,IS_A
France/IDF0386-islP3/2020,9606,IS_A
France/IDF0515-isl/2020,9606,IS_A
France/IDF0515/2020,9606,IS_A
France/IDF0571/2020,9606,IS_A
France/IDF0626/2020,9606,IS_A
France/IDF1980/2020,9606,IS_A
France/N1620/2020,9606,IS_A
France/RA739/2020,9606,IS_A
Fujian/13/2020,9606,IS_A
Fujian/8/2020,9606,IS_A
Germany/Baden-Wuerttemberg-1/2020,9606,IS_A
Germany/BavPat1/2020,9606,IS_A
Germany/BavPat2/2020,9606,IS_A
Germany/BavPat3/2020,9606,IS_A
Germany/NRW-01/2020,9606,IS_A
Germany/NRW-011/2020,9606,IS_A
Germany/NRW-02-1/2020,9606,IS_A
Germany/NRW-03/2020,9606,IS_A
Germany/NRW-04/2020,9606,IS_A
Germany/NRW-05/2020,9606,IS_A
Germany/NRW-06/2020,9606,IS_A
Germany/NRW-07/2020,9606,IS_A
Germany/NRW-08/2020,9606,IS_A
Germany/NRW-09/2020,9606,IS_A
Germany/NRW-10/2020,9606,IS_A
Guangdong/2020XN4239-P0034/2020,9606,IS_A
Guangdong/2020XN4243-P0035/2020,9606,IS_A
Guangdong/2020XN4273-P0036/2020,9606,IS_A
Guangdong/2020XN4276-P0037/2020,9606,IS_A
Guangdong/2020XN4291-P0038/2020,9606,IS_A
Guangdong/2020XN4373-P0039/2020,9606,IS_A
Guangdong/2020XN4433-P0040/2020,9606,IS_A
Guangdong/2020XN4448-P0002/2020,9606,IS_A
Guangdong/2020XN4459-P0041/2020,9606,IS_A
Guangdong/2020XN4475-P0042/2020,9606,IS_A
Guangdong/20SF012/2020,9606,IS_A
Guangdong/20SF013/2020,9606,IS_A
Guangdong/20SF014/2020,9606,IS_A
Guangdong/20SF025/2020,9606,IS_A
Guangdong/20SF028/2020,9606,IS_A
Guangdong/20SF040/2020,9606,IS_A
Guangdong/20SF174/2020,9606,IS_A
Guangdong/20SF201/2020,9606,IS_A
Guangdong/DG-S2-P0054/2020,9606,IS_A
Guangdong/DG-S41-P0056/2020,9606,IS_A
Guangdong/DG-S6-P0055/2020,9606,IS_A
Guangdong/DG-S9-P0045/2020,9606,IS_A
Guangdong/FS-S29-P0051/2020,9606,IS_A
Guangdong/FS-S30-P0052/2020,9606,IS_A
Guangdong/FS-S34-P0015/2020,9606,IS_A
Guangdong/FS-S42-P0046/2020,9606,IS_A
Guangdong/FS-S48-P0047/2020,9606,IS_A
Guangdong/FS-S50-P0053/2020,9606,IS_A
Guangdong/GD2020012-P0022/2020,9606,IS_A
Guangdong/GD2020016-P0011/2020,9606,IS_A
Guangdong/GD2020080-P0010/2020,9606,IS_A
Guangdong/GD2020085-P0043/2020,9606,IS_A
Guangdong/GD2020086-P0021/2020,9606,IS_A
Guangdong/GD2020087-P0008/2020,9606,IS_A
Guangdong/GD2020115-P0009/2020,9606,IS_A
Guangdong/GD2020134-P0031/2020,9606,IS_A
Guangdong/GD2020139-P0007/2020,9606,IS_A
Guangdong/GD2020227-P0029/2020,9606,IS_A
Guangdong/GD2020233-P0027/2020,9606,IS_A
Guangdong/GD2020234-P0023/2020,9606,IS_A
Guangdong/GD2020241-P0013/2020,9606,IS_A
Guangdong/GD2020246-P0028/2020,9606,IS_A
Guangdong/GD2020258-P0018/2020,9606,IS_A
Guangdong/GDFS2020052-P0025/2020,9606,IS_A
Guangdong/GDFS2020054-P0005/2020,9606,IS_A
Guangdong/GDFS2020056-P0044/2020,9606,IS_A
Guangdong/GDFS2020127-P0026/2020,9606,IS_A
Guangdong/GDSZ202004-P0004/2020,9606,IS_A
Guangdong/GDSZ202008-P0020/2020,9606,IS_A
Guangdong/GDSZ202009-P0032/2020,9606,IS_A
Guangdong/GDSZ202013-P0014/2020,9606,IS_A
Guangdong/GDSZ202015-P0019/2020,9606,IS_A
Guangdong/GZ-S6-P0050/2020,9606,IS_A
Guangdong/JM-S1-P0062/2020,9606,IS_A
Guangdong/MM-S1-P0048/2020,9606,IS_A
Guangdong/SZ-N128-P0057/2020,9606,IS_A
Guangdong/SZ-N59-P0049/2020,9606,IS_A
Guangdong/ZH-N22-P0059/2020,9606,IS_A
Guangdong/ZH-S33-P0058/2020,9606,IS_A
Guangdong/ZQ-S2-P0061/2020,9606,IS_A
Guangdong/ZS-S6-P0060/2020,9606,IS_A
Guangzhou/20SF206/2020,9606,IS_A
Hangzhou/HZ-1/2020,9606,IS_A
Hangzhou/HZCDC0001/2020,9606,IS_A
Hefei/2/2020,9606,IS_A
Henan/IVDC-HeN-002/2020,9606,IS_A
HongKong/VB20024950/2020,9606,IS_A
HongKong/VB20026565/2020,9606,IS_A
HongKong/VM20001061/2020,9606,IS_A
HongKong/case42_VM20002493/2020,9606,IS_A
HongKong/case48_VM20002507/2020,9606,IS_A
HongKong/case49_VM20002508/2020,9606,IS_A
HongKong/case52_VM20002582/2020,9606,IS_A
HongKong/case78_VM20002849/2020,9606,IS_A
HongKong/case85_VM20002868/2020,9606,IS_A
HongKong/case90_VM20002907/2020,9606,IS_A
India/1-27/2020,9606,IS_A
India/1-31/2020,9606,IS_A
Ireland/COR-20134/2020,9606,IS_A
Ireland/Dublin-19072/2020,9606,IS_A
Ireland/Limerick-19933/2020,9606,IS_A
Ireland/Limerick-19934/2020,9606,IS_A
Ireland/Limerick-19935/2020,9606,IS_A
Italy/CDG1/2020,9606,IS_A
Italy/INMI1-cs/2020,9606,IS_A
Italy/INMI1-isl/2020,9606,IS_A
Italy/SPL1/2020,9606,IS_A
Italy/UniSR1/2020,9606,IS_A
Japan/AI/I-004/2020,9606,IS_A
Japan/Hu_DP_Kng_19-020/2020,9606,IS_A
Japan/Hu_DP_Kng_19-027/2020,9606,IS_A
Japan/KY-V-029/2020,9606,IS_A
Japan/NA-20-05-1/2020,9606,IS_A
Japan/OS-20-07-1/2020,9606,IS_A
Japan/TK/20-31-3/2020,9606,IS_A
Japan/TKYE6182/2020,9606,IS_A
Japan/TY-WK-012/2020,9606,IS_A
Japan/TY-WK-501/2020,9606,IS_A
Japan/TY-WK-521/2020,9606,IS_A
Jiangsu/IVDC-JS-001/2020,9606,IS_A
Jiangsu/JS01/2020,9606,IS_A
Jiangsu/JS02/2020,9606,IS_A
Jiangsu/JS03/2020,9606,IS_A
Jiangxi/IVDC-JX-002/2020,9606,IS_A
Jingzhou/HBCDC-HB-01/2020,9606,IS_A
Luxembourg/Lux1/2020,9606,IS_A
Mexico/CDMX/InDRE_01/2020,9606,IS_A
Nepal/61/2020,9606,IS_A
Netherlands/Andel_1365066/2020,9606,IS_A
Netherlands/Berlicum_1363564/2020,9606,IS_A
Netherlands/Blaricum_1364780/2020,9606,IS_A
Netherlands/Coevorden_1363618/2020,9606,IS_A
Netherlands/Dalen_1363624/2020,9606,IS_A
Netherlands/Delft_1363424/2020,9606,IS_A
Netherlands/Diemen_1363454/2020,9606,IS_A
Netherlands/Eindhoven_1363782/2020,9606,IS_A
Netherlands/Gelderland_1/2020,9606,IS_A
Netherlands/Haarlem_1363688/2020,9606,IS_A
Netherlands/Hardinxveld_Giessendam_1364806/2020,9606,IS_A
Netherlands/Helmond_1363548/2020,9606,IS_A
Netherlands/Limburg_2/2020,9606,IS_A
Netherlands/Limburg_3/2020,9606,IS_A
Netherlands/Limburg_4/2020,9606,IS_A
Netherlands/Limburg_5/2020,9606,IS_A
Netherlands/Limburg_6/2020,9606,IS_A
Netherlands/Loon_op_zand_1363512/2020,9606,IS_A
Netherlands/Naarden_1364774/2020,9606,IS_A
Netherlands/Nieuwendijk_1363582/2020,9606,IS_A
Netherlands/NoordBrabant_1/2020,9606,IS_A
Netherlands/NoordBrabant_10/2020,9606,IS_A
Netherlands/NoordBrabant_11/2020,9606,IS_A
Netherlands/NoordBrabant_12/2020,9606,IS_A
Netherlands/NoordBrabant_13/2020,9606,IS_A
Netherlands/NoordBrabant_14/2020,9606,IS_A
Netherlands/NoordBrabant_15/2020,9606,IS_A
Netherlands/NoordBrabant_16/2020,9606,IS_A
Netherlands/NoordBrabant_17/2020,9606,IS_A
Netherlands/NoordBrabant_18/2020,9606,IS_A
Netherlands/NoordBrabant_19/2020,9606,IS_A
Netherlands/NoordBrabant_2/2020,9606,IS_A
Netherlands/NoordBrabant_20/2020,9606,IS_A
Netherlands/NoordBrabant_21/2020,9606,IS_A
Netherlands/NoordBrabant_22/2020,9606,IS_A
Netherlands/NoordBrabant_23/2020,9606,IS_A
Netherlands/NoordBrabant_24/2020,9606,IS_A
Netherlands/NoordBrabant_25/2020,9606,IS_A
Netherlands/NoordBrabant_26/2020,9606,IS_A
Netherlands/NoordBrabant_27/2020,9606,IS_A
Netherlands/NoordBrabant_28/2020,9606,IS_A
Netherlands/NoordBrabant_29/2020,9606,IS_A
Netherlands/NoordBrabant_3/2020,9606,IS_A
Netherlands/NoordBrabant_30/2020,9606,IS_A
Netherlands/NoordBrabant_31/2020,9606,IS_A
Netherlands/NoordBrabant_32/2020,9606,IS_A
Netherlands/NoordBrabant_33/2020,9606,IS_A
Netherlands/NoordBrabant_34/2020,9606,IS_A
Netherlands/NoordBrabant_35/2020,9606,IS_A
Netherlands/NoordBrabant_36/2020,9606,IS_A
Netherlands/NoordBrabant_37/2020,9606,IS_A
Netherlands/NoordBrabant_38/2020,9606,IS_A
Netherlands/NoordBrabant_39/2020,9606,IS_A
Netherlands/NoordBrabant_4/2020,9606,IS_A
Netherlands/NoordBrabant_5/2020,9606,IS_A
Netherlands/NoordBrabant_6/2020,9606,IS_A
Netherlands/NoordHolland_1/2020,9606,IS_A
Netherlands/NoordHolland_2/2020,9606,IS_A
Netherlands/Nootdorp_1364222/2020,9606,IS_A
Netherlands/Oisterwijk_1364072/2020,9606,IS_A
Netherlands/Oss_1363500/2020,9606,IS_A
Netherlands/Overijssel_1/2020,9606,IS_A
Netherlands/Overijssel_2/2020,9606,IS_A
Netherlands/Rotterdam_1363790/2020,9606,IS_A
Netherlands/Rotterdam_1364040/2020,9606,IS_A
Netherlands/Rotterdam_1364740/2020,9606,IS_A
Netherlands/Tilburg_/2020,9606,IS_A
Netherlands/Tilburg_1363354/2020,9606,IS_A
Netherlands/Tilburg_1364286/2020,9606,IS_A
Netherlands/Utrecht_1/2020,9606,IS_A
Netherlands/Utrecht_10/2020,9606,IS_A
Netherlands/Utrecht_11/2020,9606,IS_A
Netherlands/Utrecht_12/2020,9606,IS_A
Netherlands/Utrecht_13/2020,9606,IS_A
Netherlands/Utrecht_1363564/2020,9606,IS_A
Netherlands/Utrecht_1363628/2020,9606,IS_A
Netherlands/Utrecht_1364066/2020,9606,IS_A
Netherlands/Utrecht_14/2020,9606,IS_A
Netherlands/Utrecht_15/2020,9606,IS_A
Netherlands/Utrecht_16/2020,9606,IS_A
Netherlands/Utrecht_2/2020,9606,IS_A
Netherlands/Utrecht_3/2020,9606,IS_A
Netherlands/Utrecht_4/2020,9606,IS_A
Netherlands/Utrecht_5/2020,9606,IS_A
Netherlands/Utrecht_6/2020,9606,IS_A
Netherlands/Utrecht_7/2020,9606,IS_A
Netherlands/Utrecht_8/2020,9606,IS_A
Netherlands/Zeewolde_1365080/2020,9606,IS_A
Netherlands/ZuidHolland_1/2020,9606,IS_A
Netherlands/ZuidHolland_10/2020,9606,IS_A
Netherlands/ZuidHolland_11/2020,9606,IS_A
Netherlands/ZuidHolland_13/2020,9606,IS_A
Netherlands/ZuidHolland_14/2020,9606,IS_A
Netherlands/ZuidHolland_15/2020,9606,IS_A
Netherlands/ZuidHolland_16/2020,9606,IS_A
Netherlands/ZuidHolland_17/2020,9606,IS_A
Netherlands/ZuidHolland_18/2020,9606,IS_A
Netherlands/ZuidHolland_19/2020,9606,IS_A
Netherlands/ZuidHolland_2/2020,9606,IS_A
Netherlands/ZuidHolland_20/2020,9606,IS_A
Netherlands/ZuidHolland_21/2020,9606,IS_A
Netherlands/ZuidHolland_22/2020,9606,IS_A
Netherlands/ZuidHolland_23/2020,9606,IS_A
Netherlands/ZuidHolland_24/2020,9606,IS_A
Netherlands/ZuidHolland_5/2020,9606,IS_A
Netherlands/ZuidHolland_6/2020,9606,IS_A
Netherlands/ZuidHolland_7/2020,9606,IS_A
Netherlands/ZuidHolland_8/2020,9606,IS_A
Netherlands/ZuidHolland_9/2020,9606,IS_A
NetherlandsL/Houten_1363498/2020,9606,IS_A
NewZealand/01/2020,9606,IS_A
Nigeria/Lagos01/2020,9606,IS_A
Nonthaburi/61/2020,9606,IS_A
Nonthaburi/74/2020,9606,IS_A
Portugal/CV62/2020,9606,IS_A
Portugal/CV63/2020,9606,IS_A
Scotland/CVR01/2020,9606,IS_A
Scotland/CVR02/2020,9606,IS_A
Scotland/CVR03/2020,9606,IS_A
Scotland/CVR04/2020,9606,IS_A
Scotland/CVR05/2020,9606,IS_A
Shandong/IVDC-SD-001/2020,9606,IS_A
Shanghai/IVDC-SH-001/2020,9606,IS_A
Shanghai/SH01/2020,9606,IS_A
Shenzhen/HKU-SZ-002/2020,9606,IS_A
Shenzhen/HKU-SZ-005/2020,9606,IS_A
Shenzhen/SZTH-001/2020,9606,IS_A
Shenzhen/SZTH-002/2020,9606,IS_A
Shenzhen/SZTH-003/2020,9606,IS_A
Shenzhen/SZTH-004/2020,9606,IS_A
Sichuan/IVDC-SC-001/2020,9606,IS_A
Singapore/1/2020,9606,IS_A
Singapore/10/2020,9606,IS_A
Singapore/11/2020,9606,IS_A
Singapore/12/2020,9606,IS_A
Singapore/13/2020,9606,IS_A
Singapore/14/2020,9606,IS_A
Singapore/2/2020,9606,IS_A
Singapore/3/2020,9606,IS_A
Singapore/4/2020,9606,IS_A
Singapore/5/2020,9606,IS_A
Singapore/6/2020,9606,IS_A
Singapore/7/2020,9606,IS_A
Singapore/8/2020,9606,IS_A
Singapore/9/2020,9606,IS_A
SouthKorea/KCDC03/2020,9606,IS_A
SouthKorea/KCDC05/2020,9606,IS_A
SouthKorea/KCDC06/2020,9606,IS_A
SouthKorea/KCDC07/2020,9606,IS_A
SouthKorea/KCDC12/2020,9606,IS_A
SouthKorea/KCDC24/2020,9606,IS_A
SouthKorea/KUMC01/2020,9606,IS_A
SouthKorea/KUMC02/2020,9606,IS_A
SouthKorea/KUMC03/2020,9606,IS_A
SouthKorea/KUMC04/2020,9606,IS_A
SouthKorea/KUMC05/2020,9606,IS_A
SouthKorea/KUMC06/2020,9606,IS_A
SouthKorea/SNU01/2020,9606,IS_A
Spain/Valencia1/2020,9606,IS_A
Spain/Valencia2/2020,9606,IS_A
Spain/Valencia3/2020,9606,IS_A
Sweden/01/2020,9606,IS_A
Switzerland/1000477102/2020,9606,IS_A
Switzerland/1000477377/2020,9606,IS_A
Switzerland/1000477757/2020,9606,IS_A
Switzerland/1000477796/2020,9606,IS_A
Switzerland/1000477797/2020,9606,IS_A
Switzerland/1000477806/2020,9606,IS_A
Switzerland/AG0361/2020,9606,IS_A
Switzerland/BL0902/2020,9606,IS_A
Switzerland/GE3121/2020,9606,IS_A
Switzerland/GE3895/2020,9606,IS_A
Switzerland/GE5373/2020,9606,IS_A
Switzerland/GE9586/2020,9606,IS_A
Switzerland/TI9486/2020,9606,IS_A
Switzerland/VD5615/2020,9606,IS_A
Sydney/2/2020,9606,IS_A
Sydney/3/2020,9606,IS_A
Taiwan/2/2020,9606,IS_A
Taiwan/3/2020,9606,IS_A
Taiwan/4/2020,9606,IS_A
Taiwan/CGMH-CGU-01/2020,9606,IS_A
Taiwan/NTU01/2020,9606,IS_A
Taiwan/NTU02/2020,9606,IS_A
Taiwan/NTU03/2020,9606,IS_A
Tianmen/HBCDC-HB-07/2020,9606,IS_A
USA/AZ1/2020,9606,IS_A
USA/CA-CDPH-UC1/2020,9606,IS_A
USA/CA-CDPH-UC2/2020,9606,IS_A
USA/CA-CDPH-UC3/2020,9606,IS_A
USA/CA-CDPH-UC4/2020,9606,IS_A
USA/CA-CDPH-UC5/2020,9606,IS_A
USA/CA-CDPH-UC6/2020,9606,IS_A
USA/CA-CDPH-UC7/2020,9606,IS_A
USA/CA-CDPH-UC8/2020,9606,IS_A
USA/CA-CDPH-UC9/2020,9606,IS_A
USA/CA-PC101P/2020,9606,IS_A
USA/CA1/2020,9606,IS_A
USA/CA2/2020,9606,IS_A
USA/CA3/2020,9606,IS_A
USA/CA4/2020,9606,IS_A
USA/CA5/2020,9606,IS_A
USA/CA6/2020,9606,IS_A
USA/CA7/2020,9606,IS_A
USA/CA8/2020,9606,IS_A
USA/CA9/2020,9606,IS_A
USA/CruiseA-1/2020,9606,IS_A
USA/CruiseA-10/2020,9606,IS_A
USA/CruiseA-11/2020,9606,IS_A
USA/CruiseA-12/2020,9606,IS_A
USA/CruiseA-13/2020,9606,IS_A
USA/CruiseA-14/2020,9606,IS_A
USA/CruiseA-15/2020,9606,IS_A
USA/CruiseA-16/2020,9606,IS_A
USA/CruiseA-17/2020,9606,IS_A
USA/CruiseA-18/2020,9606,IS_A
USA/CruiseA-19/2020,9606,IS_A
USA/CruiseA-2/2020,9606,IS_A
USA/CruiseA-21/2020,9606,IS_A
USA/CruiseA-22/2020,9606,IS_A
USA/CruiseA-23/2020,9606,IS_A
USA/CruiseA-24/2020,9606,IS_A
USA/CruiseA-25/2020,9606,IS_A
USA/CruiseA-26/2020,9606,IS_A
USA/CruiseA-3/2020,9606,IS_A
USA/CruiseA-4/2020,9606,IS_A
USA/CruiseA-5/2020,9606,IS_A
USA/CruiseA-6/2020,9606,IS_A
USA/CruiseA-7/2020,9606,IS_A
USA/CruiseA-8/2020,9606,IS_A
USA/CruiseA-9/2020,9606,IS_A
USA/IL1/2020,9606,IS_A
USA/IL2/2020,9606,IS_A
USA/MA1/2020,9606,IS_A
USA/MN1-MDH1/2020,9606,IS_A
USA/MN2-MDH2/2020,9606,IS_A
USA/MN3-MDH3/2020,9606,IS_A
USA/NY-NYUMC1/2020,9606,IS_A
USA/NY1-PV08001/2020,9606,IS_A
USA/TX1/2020,9606,IS_A
USA/UC-CDPH-UC11/2020,9606,IS_A
USA/WA-S2/2020,9606,IS_A
USA/WA-S3/2020,9606,IS_A
USA/WA-UW15/2020,9606,IS_A
USA/WA-UW16/2020,9606,IS_A
USA/WA-UW17/2020,9606,IS_A
USA/WA-UW18/2020,9606,IS_A
USA/WA-UW19/2020,9606,IS_A
USA/WA-UW20/2020,9606,IS_A
USA/WA-UW21/2020,9606,IS_A
USA/WA-UW22/2020,9606,IS_A
USA/WA-UW23/2020,9606,IS_A
USA/WA-UW24/2020,9606,IS_A
USA/WA-UW25/2020,9606,IS_A
USA/WA-UW26/2020,9606,IS_A
USA/WA-UW27/2020,9606,IS_A
USA/WA-UW28/2020,9606,IS_A
USA/WA-UW29/2020,9606,IS_A
USA/WA-UW30/2020,9606,IS_A
USA/WA-UW31/2020,9606,IS_A
USA/WA-UW32/2020,9606,IS_A
USA/WA-UW33/2020,9606,IS_A
USA/WA-UW34/2020,9606,IS_A
USA/WA-UW35/2020,9606,IS_A
USA/WA1-A12/2020,9606,IS_A
USA/WA1-F6/2020,9606,IS_A
USA/WA1/2020,9606,IS_A
USA/WA11-UW7/2020,9606,IS_A
USA/WA12-UW8/2020,9606,IS_A
USA/WA13-UW9/2020,9606,IS_A
USA/WA14-UW10/2020,9606,IS_A
USA/WA15-UW11/2020,9606,IS_A
USA/WA16-UW12/2020,9606,IS_A
USA/WA17-UW13/2020,9606,IS_A
USA/WA18-UW14/2020,9606,IS_A
USA/WA2/2020,9606,IS_A
USA/WA3-UW1/2020,9606,IS_A
USA/WA4-UW2/2020,9606,IS_A
USA/WA6-UW3/2020,9606,IS_A
USA/WA7-UW4/2020,9606,IS_A
USA/WA8-UW5/2020,9606,IS_A
USA/WA9-UW6/2020,9606,IS_A
USA/WI1/2020,9606,IS_A
Vietnam/VR03-38142/2020,9606,IS_A
Wales/PHW03/2020,9606,IS_A
Wales/PHW05/2020,9606,IS_A
Wales/PHW1/2020,9606,IS_A
Wales/PHW2/2020,9606,IS_A
Wuhan-Hu-1/2019,9606,IS_A
Wuhan/HBCDC-HB-01/2019,9606,IS_A
Wuhan/HBCDC-HB-02/2019,9606,IS_A
Wuhan/HBCDC-HB-02/2020,9606,IS_A
Wuhan/HBCDC-HB-03/2019,9606,IS_A
Wuhan/HBCDC-HB-03/2020,9606,IS_A
Wuhan/HBCDC-HB-04/2019,9606,IS_A
Wuhan/HBCDC-HB-04/2020,9606,IS_A
Wuhan/HBCDC-HB-05/2020,9606,IS_A
Wuhan/HBCDC-HB-06/2020,9606,IS_A
Wuhan/IPBCAMS-WH-01/2019,9606,IS_A
Wuhan/IPBCAMS-WH-02/2019,9606,IS_A
Wuhan/IPBCAMS-WH-03/2019,9606,IS_A
Wuhan/IPBCAMS-WH-04/2019,9606,IS_A
Wuhan/IPBCAMS-WH-05/2020,9606,IS_A
Wuhan/IVDC-HB-01/2019,9606,IS_A
Wuhan/IVDC-HB-04/2020,9606,IS_A
Wuhan/IVDC-HB-05/2019,9606,IS_A
Wuhan/WH01/2019,9606,IS_A
Wuhan/WH02/2019,9606,IS_A
Wuhan/WH03/2020,9606,IS_A
Wuhan/WH04/2020,9606,IS_A
Wuhan/WH05/2020,9606,IS_A
Wuhan/WIV02/2019,9606,IS_A
Wuhan/WIV04/2019,9606,IS_A
Wuhan/WIV05/2019,9606,IS_A
Wuhan/WIV06/2019,9606,IS_A
Wuhan/WIV07/2019,9606,IS_A
Yunnan/IVDC-YN-003/2020,9606,IS_A
Zhejiang/WZ-01/2020,9606,IS_A
Zhejiang/WZ-02/2020,9606,IS_A
bat/Yunnan/RaTG13/2013,59477,IS_A
canine/HongKong/20-02756/2020,9611,IS_A
pangolin/China/MP789/2019,9974,IS_A
pangolin/Guangdong/1/2019,9974,IS_A
pangolin/Guangdong/P2S/2019,9974,IS_A
pangolin/Guangxi/P1E/2017,9974,IS_A
pangolin/Guangxi/P2V/2017,9974,IS_A
pangolin/Guangxi/P3B/2017,9974,IS_A
pangolin/Guangxi/P4L/2017,9974,IS_A
pangolin/Guangxi/P5E/2017,9974,IS_A
pangolin/Guangxi/P5L/2017,9974,IS_A
